2025-12-30T21:18:35.683+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.springdoc:springdoc-openapi-starter-common:2.5.0 configuration runtime from candidates [org.springdoc:springdoc-openapi-starter-common:2.5.0 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.691+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava configuration runtime from candidates [com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.691+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match com.google.code.findbugs:jsr305:3.0.2 configuration runtime from candidates [com.google.code.findbugs:jsr305:3.0.2 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.691+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.checkerframework:checker-qual:3.43.0 variant runtimeElements from candidates [org.checkerframework:checker-qual:3.43.0 variant runtimeElements] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.691+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match com.google.errorprone:error_prone_annotations:2.28.0 configuration runtime from candidates [com.google.errorprone:error_prone_annotations:2.28.0 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.691+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match com.google.j2objc:j2objc-annotations:3.0.0 configuration runtime from candidates [com.google.j2objc:j2objc-annotations:3.0.0 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.691+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match adhoc variant for com.querydsl:querydsl-jpa:5.1.0 from candidates [adhoc variant for com.querydsl:querydsl-jpa:5.1.0] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.691+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.hibernate.orm:hibernate-community-dialects:6.5.3.Final configuration runtime from candidates [org.hibernate.orm:hibernate-community-dialects:6.5.3.Final configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.691+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match com.mysql:mysql-connector-j:8.3.0 configuration runtime from candidates [com.mysql:mysql-connector-j:8.3.0 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.692+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match com.h2database:h2:2.2.224 configuration runtime from candidates [com.h2database:h2:2.2.224 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.692+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.cubrid:cubrid-jdbc:11.3.2.0053 configuration runtime from candidates [org.cubrid:cubrid-jdbc:11.3.2.0053 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.692+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.springframework.boot:spring-boot-starter-logging:3.3.7 variant runtimeElements from candidates [org.springframework.boot:spring-boot-starter-logging:3.3.7 variant runtimeElements] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.692+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match jakarta.annotation:jakarta.annotation-api:2.1.1 configuration runtime from candidates [jakarta.annotation:jakarta.annotation-api:2.1.1 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.692+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.springframework:spring-orm:6.1.16 variant runtimeElements from candidates [org.springframework:spring-orm:6.1.16 variant runtimeElements] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.692+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.springframework:spring-jdbc:6.1.16 variant runtimeElements from candidates [org.springframework:spring-jdbc:6.1.16 variant runtimeElements] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.692+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.springframework:spring-tx:6.1.16 variant runtimeElements from candidates [org.springframework:spring-tx:6.1.16 variant runtimeElements] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.692+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.springframework:spring-aop:6.1.16 variant runtimeElements from candidates [org.springframework:spring-aop:6.1.16 variant runtimeElements] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.692+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.springframework.data:spring-data-commons:3.3.7 configuration runtime from candidates [org.springframework.data:spring-data-commons:3.3.7 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.693+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.springframework:spring-beans:6.1.16 variant runtimeElements from candidates [org.springframework:spring-beans:6.1.16 variant runtimeElements] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.693+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.springframework:spring-expression:6.1.16 variant runtimeElements from candidates [org.springframework:spring-expression:6.1.16 variant runtimeElements] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.693+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.springframework:spring-core:6.1.16 variant runtimeElements from candidates [org.springframework:spring-core:6.1.16 variant runtimeElements] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.693+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.yaml:snakeyaml:2.2 configuration runtime from candidates [org.yaml:snakeyaml:2.2 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.693+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.aspectj:aspectjrt:1.9.22.1 configuration runtime from candidates [org.aspectj:aspectjrt:1.9.22.1 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.693+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.springframework:spring-aspects:6.1.16 variant runtimeElements from candidates [org.springframework:spring-aspects:6.1.16 variant runtimeElements] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.693+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.aspectj:aspectjweaver:1.9.22.1 configuration runtime from candidates [org.aspectj:aspectjweaver:1.9.22.1 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.693+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.hibernate.orm:hibernate-core:6.5.3.Final configuration runtime from candidates [org.hibernate.orm:hibernate-core:6.5.3.Final configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.693+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match jakarta.persistence:jakarta.persistence-api:3.1.0 configuration runtime from candidates [jakarta.persistence:jakarta.persistence-api:3.1.0 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.694+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.apache.ibatis:ibatis-sqlmap:2.3.4.726 configuration runtime from candidates [org.apache.ibatis:ibatis-sqlmap:2.3.4.726 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.694+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.apache.commons:commons-collections4:4.4 configuration runtime from candidates [org.apache.commons:commons-collections4:4.4 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.694+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.apache.logging.log4j:log4j-slf4j-impl:2.23.1 configuration runtime from candidates [org.apache.logging.log4j:log4j-slf4j-impl:2.23.1 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.694+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.apache.logging.log4j:log4j-core:2.23.1 configuration runtime from candidates [org.apache.logging.log4j:log4j-core:2.23.1 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.694+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.slf4j:jcl-over-slf4j:2.0.16 configuration runtime from candidates [org.slf4j:jcl-over-slf4j:2.0.16 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.694+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.slf4j:log4j-over-slf4j:2.0.16 configuration runtime from candidates [org.slf4j:log4j-over-slf4j:2.0.16 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.694+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match commons-codec:commons-codec:1.16.1 configuration runtime from candidates [commons-codec:commons-codec:1.16.1 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.694+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.jasypt:jasypt:1.9.3 configuration runtime from candidates [org.jasypt:jasypt:1.9.3 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.694+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match commons-validator:commons-validator:1.9.0 configuration runtime from candidates [commons-validator:commons-validator:1.9.0 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.695+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.jxls:jxls:3.0.0 configuration runtime from candidates [org.jxls:jxls:3.0.0 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.695+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match commons-beanutils:commons-beanutils:1.10.1 configuration runtime from candidates [commons-beanutils:commons-beanutils:1.10.1 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.695+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.jboss.logging:jboss-logging:3.5.3.Final configuration runtime from candidates [org.jboss.logging:jboss-logging:3.5.3.Final configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.695+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match com.fasterxml:classmate:1.7.0 configuration runtime from candidates [com.fasterxml:classmate:1.7.0 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.695+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match io.micrometer:micrometer-commons:1.13.9 configuration runtime from candidates [io.micrometer:micrometer-commons:1.13.9 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.695+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.apache.tomcat:tomcat-annotations-api:10.1.34 configuration runtime from candidates [org.apache.tomcat:tomcat-annotations-api:10.1.34 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.695+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match com.zaxxer:HikariCP:5.1.0 configuration runtime from candidates [com.zaxxer:HikariCP:5.1.0 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.695+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match com.querydsl:querydsl-core:5.1.0 configuration runtime from candidates [com.querydsl:querydsl-core:5.1.0 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.695+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match ch.qos.logback:logback-classic:1.5.12 configuration runtime from candidates [ch.qos.logback:logback-classic:1.5.12 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.695+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.apache.logging.log4j:log4j-to-slf4j:2.23.1 configuration runtime from candidates [org.apache.logging.log4j:log4j-to-slf4j:2.23.1 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.696+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.slf4j:jul-to-slf4j:2.0.16 configuration runtime from candidates [org.slf4j:jul-to-slf4j:2.0.16 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.696+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.springframework:spring-jcl:6.1.16 variant runtimeElements from candidates [org.springframework:spring-jcl:6.1.16 variant runtimeElements] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.696+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match commons-logging:commons-logging:1.3.4 configuration runtime from candidates [commons-logging:commons-logging:1.3.4 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.696+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.apache.poi:poi-ooxml-lite:5.4.0 configuration runtime from candidates [org.apache.poi:poi-ooxml-lite:5.4.0 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.696+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.apache.xmlbeans:xmlbeans:5.3.0 configuration runtime from candidates [org.apache.xmlbeans:xmlbeans:5.3.0 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.696+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.apache.logging.log4j:log4j-api:2.23.1 configuration runtime from candidates [org.apache.logging.log4j:log4j-api:2.23.1 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.696+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.slf4j:slf4j-api:2.0.16 configuration runtime from candidates [org.slf4j:slf4j-api:2.0.16 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.696+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match commons-digester:commons-digester:2.1 configuration runtime from candidates [commons-digester:commons-digester:2.1 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.696+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match commons-collections:commons-collections:3.2.2 configuration runtime from candidates [commons-collections:commons-collections:3.2.2 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.697+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.apache.commons:commons-math3:3.6.1 configuration runtime from candidates [org.apache.commons:commons-math3:3.6.1 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.697+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match com.zaxxer:SparseBitSet:1.3 configuration runtime from candidates [com.zaxxer:SparseBitSet:1.3 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.697+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match com.github.virtuald:curvesapi:1.08 configuration runtime from candidates [com.github.virtuald:curvesapi:1.08 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.697+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.hdrhistogram:HdrHistogram:2.2.2 configuration runtime from candidates [org.hdrhistogram:HdrHistogram:2.2.2 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.697+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.latencyutils:LatencyUtils:2.0.3 configuration runtime from candidates [org.latencyutils:LatencyUtils:2.0.3 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.698+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match jakarta.transaction:jakarta.transaction-api:2.0.1 configuration runtime from candidates [jakarta.transaction:jakarta.transaction-api:2.0.1 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.698+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.hibernate.common:hibernate-commons-annotations:6.0.6.Final variant runtimeElements from candidates [org.hibernate.common:hibernate-commons-annotations:6.0.6.Final variant runtimeElements] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.698+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match io.smallrye:jandex:3.1.2 configuration runtime from candidates [io.smallrye:jandex:3.1.2 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
